"group"	"chimp_mode"	"chimp_mean"	"gorilla_mode"	"gorilla_mean"	"orangutan_mode"	"orangutan_mean"	"monkey_mode"	"monkey_mean"
"90"	"GO:0055072"	-0.188726197378074	-4.22795641052631	1.15862563444908	7.63417341052632	-6.59285187440537	-15.7192997410526	-3.22417605435813	-14.1520715378947
"91"	"GO:0097193"	-3.8352410663415	-54.4204256842105	-1.98159575332664	-3.99993564210525	-1.31195683071155	-29.9618625368421	-0.238489981454222	-69.4582908473684
"92"	"GO:0000159"	1.77334975586871	-14.4856996769231	0.80195180981994	-18.9779758923077	-3.3057799781381	-22.6878959615385	-0.247060910474772	-28.1780916307692
"93"	"GO:0000185"	-6.16532997545687	-8.61986264545454	1.9353963990519	-1.74115741818182	-4.19320800922526	24.2628356090909	0.298061649781161	-7.87614873181818
"94"	"GO:0000421"	0.75023094055922	9.57063223076923	4.31352754698419	1.24685869230769	7.82492441939795	-0.178338615384618	-1.00526809363869	0.567492384615383
"95"	"GO:0001895"	0.0704566225004299	76.6766976571429	-3.01991032165317	93.1241742085714	-2.2844087931736	45.8379101214286	-0.361643836747504	25.2226970714286
"96"	"GO:0004683"	-2.26955552856492	9.86083547777777	-0.191440295712539	-20.4996919611111	-0.169164930745922	-14.0476118833333	4.43198240540289	-20.8896982222222
"97"	"GO:0004857"	-3.30518058542333	182.87089447	-0.0952057612209956	36.2914737071429	-3.90100773871763	64.9830563142857	-0.253088573786385	19.3756831042857
"98"	"GO:0004864"	-5.43381734093705	-17.5028515	1.27571893342571	-26.4978571428571	-4.05099548387739	-21.3349415	-2.56136455535852	-25.5735739428571
"99"	"GO:0005778"	3.13225635687741	6.93759366923077	-1.26844658823848	-6.0013958025641	0.338376760925058	-2.32823415128205	-0.504948937604581	1.32811472820513
"100"	"GO:0006171"	-4.2007883939942	-8.71001709090909	-2.89237967281625	23.3510079545455	-2.9296779706815	-11.0909359090909	0.482916358853771	-6.66456070909091
"101"	"GO:0006294"	3.25722650343047	22.8991865	2.6231930123897	40.7760386818182	1.48550060002312	38.5625165909091	1.93068550486958	24.5300885909091
"102"	"GO:0007193"	-1.31473041928336	-36.6706232525	-0.197822562413819	-22.1346658191667	-4.67353510471071	-36.534803115	-0.657538243549993	-39.0726731275
"103"	"GO:0008135"	13.6251668410331	33.2273322307692	-3.00602891885012	-4.06841769230769	8.08371931505494	10.4736891538462	1.13156690365058	-10.2209050769231
"104"	"GO:0008654"	2.78114870109463	10.1054719461538	3.0876607078045	-3.07466805769231	1.29481012609094	13.7176987538462	0.0234135918890814	33.0868713692308
"105"	"GO:0009617"	0.738398408524908	17.8862743636364	-3.71425249728496	-3.0937191	1.97782593833597	1.02653626545454	-0.646013816366089	3.89147775454545
"106"	"GO:0017148"	7.12961075991234	-60.5992577941176	0.0764730782318566	36.6008416176471	0.435285402191766	-53.7766119264706	-2.33797151576346	-61.9558265588235
"107"	"GO:0030126"	4.5687094344882	-11.2880139090909	-3.97573492980967	0.165674818181819	1.48472905815083	238.672738636364	10.8259967756194	-3.32472627272727
"108"	"GO:0030897"	3.02485749417585	7.37303034285714	1.27106542464816	0.323316064285715	1.57771180175436	0.954489985714286	0.351777723223204	-0.2353306
"109"	"GO:0032947"	3.01965164002144	-5.52485416857143	0.110795030386214	8.02955454	-0.491132061766038	-10.9317203714286	-1.07610896763273	-14.47899988
"110"	"GO:0035327"	3.86984684868768	2.07291779230769	0.799911904295158	11.7139784615385	-0.694167551329848	1.68371264615385	-0.553741736871419	-1.29922928461538
"111"	"GO:0042476"	-1.40795709387328	1.08286751428571	0.153525447600245	3.74626138571429	-1.01402247062102	-5.74420935714286	4.33240542354196	38.3444965
"112"	"GO:0045742"	-1.9728836856473	18.6096749083333	3.32689179986603	80.2621844833333	-0.767396610803161	50.9642235416667	-1.18207252821099	38.6030525666667
"113"	"GO:0047496"	-3.14218751061986	8.15825962727273	2.05768914156571	2.76416195454545	-1.33799744854695	-0.134466981818182	0.769211050713292	16.0963179
"114"	"GO:0051497"	2.53509549124403	12.8800936909091	-1.65290634655329	48.8086027727273	0.707395284565411	10.1433507272727	-5.2574751382832	11.5447861454545
"115"	"GO:0060337"	-0.443338773014204	-1.0170440983871	4.01625651560245	16.3029178032258	0.410681543086582	-9.82460400967742	1.01681999514241	-4.50098508709677
"116"	"GO:0070064"	4.28615690207334	2.1133779375	0.727332599825022	35.723436625	2.02054850860182	6.0859836875	-0.372097469114514	8.1818858125
"117"	"GO:0070584"	3.70805252799174	18.9724505333333	-1.89826125150198	67.0323126666667	3.04408459757747	39.4812334	-3.78962739060893	-19.7816780666667
"118"	"GO:0070987"	3.19311971139727	21.1010458181818	0.989965410326661	78.4240205454546	-0.846828499970883	57.5260523636364	-1.44267890030321	41.0220736363636
"119"	"GO:0001104"	2.60670670972313	0.168477453333333	2.67537420189639	1.45913651066667	0.190968576648711	0.633234704333333	4.7338251067146	2.22085742633333
"120"	"GO:0001892"	3.28432508767923	-3.48362706	2.56482918212953	-4.81629892666667	1.68969378497058	-4.63115435333333	2.24929973520071	-1.74280366
"121"	"GO:0003712"	4.32873074668535	-5.55779843958333	1.13070169945252	-3.53723872291667	1.49515579676475	-3.97768490958333	5.09608838554931	-1.5505177125
"122"	"GO:0004722"	1.76249413734078	-8.97459403421053	0.800368235756309	-8.18089427631579	1.37655069126961	-11.9956339842105	3.1510872595945	-10.966810345
"123"	"GO:0005123"	-0.676266619421199	-8.27437766153846	1.5506402600939	-4.25290443076923	-0.0583835497751508	-6.37810709769231	-7.19019002002238	-7.03028542615385
"124"	"GO:0005669"	0.829450323315257	-8.08386131764706	1.08082019112676	-5.33704991176471	1.95042448865463	-3.29863766470588	3.25954410017846	-4.74468049411765
"125"	"GO:0005798"	2.72447014467389	-28.0284863818182	4.19499080660265	-14.3048908363636	2.24539965037874	-19.6076314727273	5.45495325181128	-25.4123680363636
"126"	"GO:0006297"	-0.107079817967083	1.5991073	-1.8482051316789	47.1277296529412	-0.370017137851399	28.4383510058823	-3.2083786761353	24.5934621882353
"127"	"GO:0006368"	1.87893630406995	-20.3225693033333	1.64592501571326	-15.62087522	2.48210591430137	-14.9648909666667	4.5829881801908	-21.092205835
"128"	"GO:0006488"	-1.17404517618473	-8.39715858333333	0.911277025829335	-7.81420733333333	-3.2871157867505	-9.24079591666667	2.1770579864138	-2.14927016666667
"129"	"GO:0006511"	2.44935107928364	-3.97357858490566	3.06276517681692	-3.12201288820755	1.24442539955552	-3.92778410792453	2.15867125315427	-5.41752786735849
"130"	"GO:0009952"	0.560456786160717	1.15124773340425	0.093823516540894	-0.648437951489362	0.108499849404158	0.529345384255319	3.53945962569492	3.90075813957447
"131"	"GO:0017025"	2.21728654781587	-5.41047749285714	2.20477268551772	1.03695972142857	2.14634678535894	0.506334507142857	6.82754881438194	-1.15683592142857
"132"	"GO:0019915"	0.565821559378463	-14.4110627235714	-0.645307639847942	-15.6675254557143	-2.71765503445226	-15.71663885	3.04704608880098	-8.2657367
"133"	"GO:0030148"	1.55993196559743	-6.65158360666667	1.38304354325683	-6.64454078666667	-0.412934813598525	-8.30173159666667	4.45555513841525	-1.79687519333333
"134"	"GO:0030215"	-1.45172594145782	-14.3945087052632	-5.11342025058728	-10.2304749947368	-1.3685780845779	-12.7090052578947	-0.0849336108046828	-11.6227212052632
"135"	"GO:0031418"	-8.15697402891819	-8.37328673333333	-3.51048663830051	-7.71379994666667	-5.37346565447375	-9.869450104	-2.17619342549835	-11.6821298733333
"136"	"GO:0034198"	1.18680943966457	0.0161651764705876	3.10256074844479	5.50178411764706	2.07966600232919	-6.944183	-2.00062983717909	-6.90768864705882
"137"	"GO:0034612"	4.48625957475723	-5.75967064	1.82853309747848	-4.083425235	2.2057676241553	-4.064266155	1.25865646666868	-1.111200105
"138"	"GO:0035666"	2.90647607993841	4.52097683333333	3.88929371287033	49.9088619444444	2.3000557988841	31.666205	1.85035186719158	27.8974738333333
"139"	"GO:0036152"	1.37359696932307	1.29895364166667	-0.914719564628156	4.57716045833333	-0.264008362050783	27.1498114558333	3.08466190245921	7.111716225
"140"	"GO:0043011"	-0.559665808490394	-3.89409881818182	-0.563865752069184	-4.70985228181818	-0.0959259910070003	-5.18683620909091	-5.87786359475094	-6.47950268181818
"141"	"GO:0043560"	3.64456232919889	-5.94366219090909	4.28318328882506	-5.80671937272727	2.42563274342899	-4.88607800909091	4.82850220112934	-7.34440373636364
"142"	"GO:0048514"	3.29354718556021	-26.0573771230769	2.06857283281727	-27.4136500615385	1.58822172074372	-14.3166221	3.16029562124703	-26.4513617
"143"	"GO:0080182"	1.06040142009464	2.03077155	0.320314366253095	14.0940606775	0.680771522235848	6.840791075	5.261162318713	0.282274991666667
"144"	"GO:0097193"	3.76886589436526	-30.6440877736842	2.69758725545699	-31.2899552578947	3.06432197546438	20.4480484263158	3.97674499146433	5.27375238421053
"145"	"GO:1903506"	3.5916388007693	-8.149497212	1.83949299386285	-8.219818804	1.80705684549142	-7.9166894144	2.58213456008831	-1.2611908288
"146"	"GO:2000785"	1.91375925444308	-17.1174566363636	1.65458435743696	-15.4813028181818	-0.199988033191033	-15.6644361454545	4.2136976719234	-22.7978368181818
"147"	"GO:0000002"	-2.14486829823315	-0.0442629615384622	0.137232753558358	-2.68133294615385	-0.784714339653348	1.04526851538462	-4.73684677252191	24.5023433384615
"148"	"GO:0000717"	-3.66766342608883	54.9227413529412	-2.36546137542093	50.6131019411765	-0.591336696811183	32.3758768235294	-5.75452854480243	116.042740058824
"149"	"GO:0001541"	0.12057064366758	14.4399040043478	0.0649548801752644	-51.0798693391304	-0.45389429601704	-3.06312707391303	3.36070786429709	17.4574975086957
"150"	"GO:0001569"	2.28013032053592	10.3023537722222	4.08302028528315	12.18096805	0.851040638919343	10.49746495	0.354604119218388	10.3988081883333
"151"	"GO:0001819"	0.54206543936067	-22.2480823846154	5.00934687710605	-146.835962892308	0.89526851490524	-5.6475776153846	0.0768235483351702	82.0967114538461
"152"	"GO:0003823"	-2.39663604020711	-117.365926186667	2.56240297902605	-228.11005078	4.06026674365012	-218.298081306667	3.35522253095496	-196.752282246667
"153"	"GO:0004812"	-3.27122812847498	6.76253118181818	-6.87577584934628	-12.1272852727273	-5.49537280801476	-10.9683703636364	1.42372095490587	11.7598463636364
"154"	"GO:0005681"	-2.44181933628363	2.05737898709678	0.822392651599216	-7.28322942419355	0.0258508411731384	-6.03754407258064	-3.44153183821894	2.86755563225807
"155"	"GO:0006294"	-4.60958366813993	41.4420132727273	-2.57021252784384	38.9094259545455	-1.43375916070503	24.0822060909091	-6.10332514551818	87.64754
"156"	"GO:0006296"	-1.82571148595147	27.8034323103448	-0.493537834437163	22.6190248965517	-1.32371040711432	11.036143862069	-4.56619579489482	63.3090097758621
"157"	"GO:0006261"	-0.682776147594481	-3.72300703846154	-1.45793280572228	-14.0031356076923	-0.503254059043286	-16.5568927576923	-1.2421526612027	-10.8818330153846
"158"	"GO:0006801"	1.29014399728803	12.4422173333333	3.3854259821785	-87.6132388333333	3.37534138579434	-26.51697	0.542956926974725	16.3689042333333
"159"	"GO:0006928"	0.474187905714885	-1.96263923792453	3.05123000846505	6.66741448679245	0.898525846359547	9.40501856603774	-0.466972866687541	19.807540890566
"160"	"GO:0007159"	-0.0655086709739265	-2.338922805	2.90815945867615	6.59570764	0.875557576916215	8.81376734	-17.454340512226	1088.56353485
"161"	"GO:0017048"	0.856265067757008	46.7665996190476	-0.108860674615336	12.289344047619	3.1795463075739	5.81300319047619	-1.65532985173303	59.9832200980952
"162"	"GO:0030057"	-0.829090088532674	8.97219388833333	-3.28601348357049	0.0989475800000008	-0.414351557922977	-0.894591069999999	-1.51090368205575	1.79783057166667
"163"	"GO:0031011"	1.19614495127777	1.1627805	-3.03257482641776	-8.32190433333333	-1.66215035471977	-9.42471258333333	-1.8972161385386	-1.21620225
"164"	"GO:0031267"	1.53322856161847	-15.2269076	2.7000477673096	-0.467717446153847	4.11248814918181	-17.6191864461538	0.397803927978089	-20.0085103846154
"165"	"GO:0032040"	-1.50601123412934	2.526033	-0.365156698001861	-1.88000112	-0.279299537047351	-1.35260884	-4.50141222474269	4.367778196
"166"	"GO:0035024"	3.58843984008286	22.5811990636364	-2.64324401033908	4.07495353636364	-0.295511297743449	3.34661952727273	2.26390341339463	1.94587179090909
"167"	"GO:0035994"	0.54546679652934	41.2390491090909	3.36180892654259	21.9859476454545	0.463860625388911	3.52901234545454	2.63758312770909	10.3550989636364
"168"	"GO:0043014"	-0.677422707055712	7.31601276875	-0.760041910965235	-2.32137230625	-0.635311273742126	-3.429941575	-3.80072992669552	-5.72136604375
"169"	"GO:0043484"	0.216497974691922	19.1180123722222	-9.88478199785573	-2.79591835555556	0.38636621667932	0.848393772222222	-1.71988782160665	22.0615969277778
"170"	"GO:0045987"	1.57418525494736	6.76943729714286	5.46150728827377	2.59793922571429	0.578789895679654	1.06484898428571	0.179666733428689	3.467132115
"171"	"GO:0046716"	1.04305637675728	7.83150989230769	5.84569839188657	-83.8649197384615	0.375861886620328	-34.3434088230769	3.77794328890342	47.2039977692308
"172"	"GO:0048025"	12.4455912989972	22.8127603384615	-0.784799708518193	-7.300321	-0.214667389612778	10.2422478692308	8.66644119964889	-15.4553829769231
"173"	"GO:0050681"	-0.462207856233718	12.9646119212121	0.0389508227109729	-1.03737257575758	0.186792797957509	4.44878518787879	-3.04126554068714	19.2980051727273
"174"	"GO:0055093"	-0.0700021425381294	37.44014431	6.50682062000783	13.9586019671429	0.955286916908676	-21.3022577907143	-10.7664818617445	1323.14338296
"175"	"GO:0060412"	4.65438046627726	15.3768123615385	3.14938367023364	-0.813792253846154	1.17917409367728	0.0329621384615386	2.99668224384945	13.9703228153846
"176"	"GO:0071363"	2.38947191346347	-3.08581990312502	3.19335582191707	-167.024003434375	0.8473107147056	-28.6360029375	4.1330483921447	79.5945545846875
"177"	"GO:0090023"	-0.0924372747961684	-19.1472013375	3.15413056679378	12.39697260625	-0.774250400037005	112.516211125	0.36194377815292	-3.10775598125
"178"	"GO:0090398"	5.35185210811116	40.162241368421	0.105074256139019	0.557808947368418	-0.0690556318555124	14.8094882631579	0.994489687061201	54.2402268842105
"179"	"GO:0097193"	-3.1633384512063	-77.1230137947369	-1.20636087936509	-273.229423642105	-1.93389213638784	-35.3199036789474	-2.53608272931729	-52.4001128421053
"180"	"GO:1900087"	-1.04208390837211	-4.19619487733333	-2.42857641055048	24.741879196	-1.52420863361436	0.828151936	3.47016622688346	1086.28279818267
